id,Entity,Type,rdfs:label,has_alternative_id,has_broad_synonym,Superclass,Superclass,Superclass,adjacent_to,derives_from,guided_by,has_origin,has_part,has_part,has_part,has_part,has_part,member_of,non_functional_homolog_of,part_of,part_of,variant_of
550,aneuploid_chromosome,Class,aneuploid_chromosome,,,SO_1000183,,,,,,,,,,,,,,,,
551,polyA_signal_sequence,Class,polyA_signal_sequence,,,SO_0005836,,,,,,,,,,,,,,,,
552,Shine_Dalgarno_sequence,Class,Shine_Dalgarno_sequence,,,ribosome_entry_site,,,,,,,,,,,,,,,,
553,polyA_site,Class,polyA_site,,,UTR_region,,,,,,,,,,,,,,mature_transcript,three_prime_UTR,
555,five_prime_clip,Class,five_prime_clip,,,clip,,,,,,,,,,,,,,,,
556,five_prime_D_recombination_signal_sequence,Class,five_prime_D_recombination_signal_sequence,,,D_gene_recombination_feature,,,,,,,,,,,,,,,,
557,three_prime_clip,Class,three_prime_clip,,,clip,,,,,,,,,,,,,,,,
558,C_cluster,Class,C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,C_gene,,,,,,,,,
559,D_cluster,Class,D_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,D_gene,,,,,,,,,
560,D_J_cluster,Class,D_J_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_gene_cluster,,,,,,,D_gene,J_gene,,,,,,,,
561,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,Class,heptamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,vertebrate_immune_system_gene_recombination_signal_feature,,,,,,,,,,,,,,,,
562,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,Class,nonamer_of_recombination_feature_of_vertebrate_immune_system_gene,,,vertebrate_immune_system_gene_recombination_signal_feature,,,,,,,,,,,,,,,,
563,vertebrate_immune_system_gene_recombination_spacer,Class,vertebrate_immune_system_gene_recombination_spacer,,,vertebrate_immune_system_gene_recombination_feature,,,,,,,,,,,,,,,,
564,V_DJ_J_C_cluster,Class,V_DJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,DJ_gene,C_gene,V_gene,,,,,,
565,V_VDJ_J_C_cluster,Class,V_VDJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,VDJ_gene,C_gene,V_gene,,,,,,
566,V_VJ_J_C_cluster,Class,V_VJ_J_C_cluster,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_gene_cluster,,,,,,,J_gene,C_gene,V_gene,VJ_gene,,,,,,
567,inversion_derived_aneuploid_chromosome,Class,inversion_derived_aneuploid_chromosome,,,aneuploid_chromosome,,,,,,,,,,,,,,,,
568,bidirectional_promoter,Class,bidirectional_promoter,,,promoter,,,,,,,,,,,,,,,,
569,retrotransposed,Class,retrotransposed,SO:0100042,,feature_attribute,,,,,,,,,,,,,,,,
570,three_prime_D_recombination_signal_sequence,Class,three_prime_D_recombination_signal_sequence,,,D_gene_recombination_feature,,,,,,,,,,,,,,,,
571,miRNA_encoding,Class,miRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
572,DJ_gene,Class,DJ_gene,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_segment,,,,,,,,,,,,,,,,
573,rRNA_encoding,Class,rRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
574,VDJ_gene,Class,VDJ_gene,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_segment,,,,,,,,,,,,,,,,
575,scRNA_encoding,Class,scRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
576,VJ_gene,Class,VJ_gene,,,vertebrate_immunoglobulin_T_cell_receptor_rearranged_segment,,,,,,,,,,,,,,,,
577,centromere,Class,centromere,,,chromosomal_structural_element,,,,,,,,,,,,,,,,
578,snoRNA_encoding,Class,snoRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
579,edited_transcript_feature,Class,edited_transcript_feature,,,transcript_region,,,,,,,,,,,,,,,,
580,methylation_guide_snoRNA_primary_transcript,Class,methylation_guide_snoRNA_primary_transcript,,,snoRNA_primary_transcript,,,,,,,,,,,,,,,,
581,cap,Class,cap,,,SO_0001411,,,,,,,,,,,,,,,,
582,rRNA_cleavage_snoRNA_primary_transcript,Class,rRNA_cleavage_snoRNA_primary_transcript,,,snoRNA_primary_transcript,,,,,,,,,,,,,,,,
583,pre_edited_region,Class,pre_edited_region,,,edited_transcript_feature,,,,,,,,,,,,,,,,
584,tmRNA,Class,tmRNA,,,small_regulatory_ncRNA,,,,,,,,,,,,,,,,
585,C_D_box_snoRNA_encoding,Class,C_D_box_snoRNA_encoding,,,snoRNA_encoding,,,,,,,,,,,,,,,,
586,tmRNA_primary_transcript,Class,tmRNA_primary_transcript,,,nc_primary_transcript,,,,,,,,,,,,,,,,
587,group_I_intron,Class,group_I_intron,,,autocatalytically_spliced_intron,,,,,,,,,,,,,,,,
588,autocatalytically_spliced_intron,Class,autocatalytically_spliced_intron,,,intron,,,,,,,,,,,,,,,,
589,SRP_RNA_primary_transcript,Class,SRP_RNA_primary_transcript,,,nc_primary_transcript,,,,,,,,,,,,,,,,
590,SRP_RNA,Class,SRP_RNA,,,ncRNA,,,,SRP_RNA_primary_transcript,,,,,,,,,,,,
591,pseudoknot,Class,pseudoknot,,,sequence_secondary_structure,,,,,,,,,,,,,,,,
592,H_pseudoknot,Class,H_pseudoknot,,,pseudoknot,,,,,,,,,,,,,,,,
593,C_D_box_snoRNA,Class,C_D_box_snoRNA,,,snoRNA,,,,C_D_box_snoRNA_primary_transcript,,,,,,,,,,,,
594,H_ACA_box_snoRNA,Class,H_ACA_box_snoRNA,,,snoRNA,,,,H_ACA_box_snoRNA_primary_transcript,,,,,,,,,,,,
595,C_D_box_snoRNA_primary_transcript,Class,C_D_box_snoRNA_primary_transcript,,,snoRNA_primary_transcript,,,,,,,,,,,,,,,,
596,H_ACA_box_snoRNA_primary_transcript,Class,H_ACA_box_snoRNA_primary_transcript,,,snoRNA_primary_transcript,,,,,,,,,,,,,,,,
602,guide_RNA,Class,guide_RNA,,,ncRNA,,,,,,,,,,,,,,,,
603,group_II_intron,Class,group_II_intron,,,autocatalytically_spliced_intron,,,,,,,,,,,,,,,,
604,editing_block,Class,editing_block,,,edited_transcript_feature,,,,,,,,,,,,,,,,
605,intergenic_region,Class,intergenic_region,,,SO_0001411,,,,,,,,,,,,,,,,
606,editing_domain,Class,editing_domain,,,edited_transcript_feature,,,,,,,,,,,,,,,,
607,unedited_region,Class,unedited_region,,,edited_transcript_feature,,,,,,,,,,,,,,,,
608,H_ACA_box_snoRNA_encoding,Class,H_ACA_box_snoRNA_encoding,,,snoRNA_encoding,,,,,,,,,,,,,,,,
609,oligo_U_tail,Class,oligo_U_tail,,,SO_0001411,,,guide_RNA,,,,,,,,,,,,,
610,polyA_sequence,Class,polyA_sequence,,,SO_0001411,,,mRNA,,,,,,,,,,,,,
611,branch_site,Class,branch_site,,,spliceosomal_intron_region,,,,,,,,,,,,,,,,
612,polypyrimidine_tract,Class,polypyrimidine_tract,,,spliceosomal_intron_region,,,,,,,,,,,,,,,,
613,bacterial_RNApol_promoter,Class,bacterial_RNApol_promoter,,,gene_group_regulatory_region,RNA_polymerase_promoter,,,,,,,,,,,,,,,
614,bacterial_terminator,Class,bacterial_terminator,,,terminator,gene_group_regulatory_region,,,,,,,,,,,,,,,
615,terminator_of_type_2_RNApol_III_promoter,Class,terminator_of_type_2_RNApol_III_promoter,,,eukaryotic_terminator,,,,,,,,,,,,,,,,
616,transcription_end_site,Class,transcription_end_site,,,primary_transcript_region,,,,,,,,,,,,,,,,
617,RNApol_III_promoter_type_1,Class,RNApol_III_promoter_type_1,,,RNApol_III_promoter,,,,,,,,,,,,,,,,
618,RNApol_III_promoter_type_2,Class,RNApol_III_promoter_type_2,,,RNApol_III_promoter,,,,,,,,,,,,,,,,
619,A_box,Class,A_box,,,TF_binding_site,,,,,,,,,,,,,,RNApol_III_promoter_type_2,,
620,B_box,Class,B_box,,,TF_binding_site,,,,,,,,,,,,,,RNApol_III_promoter_type_2,,
621,RNApol_III_promoter_type_3,Class,RNApol_III_promoter_type_3,,,RNApol_III_promoter,,,,,,,,,,,,,,,,
622,C_box,Class,C_box,,,TF_binding_site,,,,,,,,,,,,,,RNApol_III_promoter_type_1,,
623,snRNA_encoding,Class,snRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
624,telomere,Class,telomere,,,chromosomal_structural_element,,,,,,,,,,,,,,,,
625,silencer,Class,silencer,,,CRM,,,,,,,,,,,,,,,,
626,chromosomal_regulatory_element,Class,chromosomal_regulatory_element,,,chromosome_part,,,,,,,,,,,,,,,,
627,insulator,Class,insulator,,,transcriptional_cis_regulatory_region,,,,,,,,,,,,,,,,
628,chromosomal_structural_element,Class,chromosomal_structural_element,,,chromosome_part,,,,,,,,,,,,,,,,
629,five_prime_open_reading_frame,Class,five_prime_open_reading_frame,,,mRNA_region,,,,,,,,,,,,,,five_prime_UTR,,
630,upstream_AUG_codon,Class,upstream_AUG_codon,,,UTR_region,,,,,,,,,,,,,,UTR,,
631,polycistronic_primary_transcript,Class,polycistronic_primary_transcript,,,primary_transcript,polycistronic_transcript,,,,,,,,,,,,,,,
632,monocistronic_primary_transcript,Class,monocistronic_primary_transcript,,,primary_transcript,monocistronic_transcript,,,,,,,,,,,,,,,
633,monocistronic_mRNA,Class,monocistronic_mRNA,,,mRNA,monocistronic_transcript,,,,,,,,,,,,,,,
634,polycistronic_mRNA,Class,polycistronic_mRNA,,,polycistronic_transcript,mRNA,,,,,,,,,,,,,,,
635,mini_exon_donor_RNA,Class,mini_exon_donor_RNA,,,primary_transcript,,,,,,,,,,,,,,,,
636,spliced_leader_RNA,Class,spliced_leader_RNA,,,primary_transcript_region,,,,,,,,,,,,,,mini_exon_donor_RNA,,
637,engineered_plasmid,Class,engineered_plasmid,,,engineered_region,plasmid,,,,,,,,,,,,,,,
638,transcribed_spacer_region,Class,transcribed_spacer_region,,,rRNA_primary_transcript_region,,,,,,,,,,,,,,,,
639,internal_transcribed_spacer_region,Class,internal_transcribed_spacer_region,,,transcribed_spacer_region,,,,,,,,,,,,,,,,
640,external_transcribed_spacer_region,Class,external_transcribed_spacer_region,,,transcribed_spacer_region,,,,,,,,,,,,,,,,
641,tetranucleotide_repeat_microsatellite_feature,Class,tetranucleotide_repeat_microsatellite_feature,,,microsatellite,,,,,,,,,,,,,,,,
642,SRP_RNA_encoding,Class,SRP_RNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
643,minisatellite,Class,minisatellite,,,satellite_DNA,,,,,,,,,,,,,,,,
644,antisense_RNA,Class,antisense_RNA,,,ncRNA,,,,antisense_primary_transcript,,,,,,,,,,,,
645,antisense_primary_transcript,Class,antisense_primary_transcript,,,primary_transcript,,,,,,,,,,,,,,,,
646,siRNA,Class,siRNA,,,ncRNA,,,,,,,,,,,,,,,,
647,miRNA_primary_transcript,Class,miRNA_primary_transcript,,,nc_primary_transcript,,,,,,,,,,,,,,,,
648,stRNA_primary_transcript,Class,stRNA_primary_transcript,,,miRNA_primary_transcript,,,,,,,,,,,,,,,,
649,stRNA,Class,stRNA,,,ncRNA,,,,,,,,,,,,,,,,
650,small_subunit_rRNA,Class,small_subunit_rRNA,,,rRNA,,,,rRNA_small_subunit_primary_transcript,,,,,,,,,,,,
651,large_subunit_rRNA,Class,large_subunit_rRNA,,,rRNA,,,,rRNA_large_subunit_primary_transcript,,,,,,,,,,,,
652,rRNA_5S,Class,rRNA_5S,,,large_subunit_rRNA,,,,,,,,,,,,,,,,
653,rRNA_28S,Class,rRNA_28S,,,large_subunit_rRNA,,,,,,,,,,,,,,,,
654,maxicircle_gene,Class,maxicircle_gene,,,kinetoplast_gene,,,,,,,,,,,,,,,,
655,ncRNA,Class,ncRNA,,,mature_transcript,,,,,,,,,,,,,,,,
656,stRNA_encoding,Class,stRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
657,repeat_region,Class,repeat_region,,,SO_0001412,,,,,,,repeat_unit,,,,,,,,,
658,dispersed_repeat,Class,dispersed_repeat,,,repeat_region,,,,,,,,,,,,,,,,
659,tmRNA_encoding,Class,tmRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
662,spliceosomal_intron,Class,spliceosomal_intron,,,intron,,,,,,,,,,,,,,,,
663,tRNA_encoding,Class,tRNA_encoding,,,non_protein_coding,,,,,,,,,,,,,,,,
664,introgressed_chromosome_region,Class,introgressed_chromosome_region,,,chromosome_part,,,,,,,,,,,,,,,,
665,monocistronic_transcript,Class,monocistronic_transcript,,,transcript,,,,,,,,,,,,,,,,
666,mobile_intron,Class,mobile_intron,,,intron,mobile_genetic_element,,,,,,,,,,,,,,,
667,insertion,Class,insertion,SO:1000034,,SO_0001411,sequence_alteration,,,,,,,,,,,,,,,
668,EST_match,Class,EST_match,,,expressed_sequence_match,,,,,,,,,,,,,,,,
669,sequence_rearrangement_feature,Class,sequence_rearrangement_feature,,,recombination_feature,,,,,,,,,,,,,,,,
670,chromosome_breakage_sequence,Class,chromosome_breakage_sequence,,,sequence_rearrangement_feature,,,,,,,,,,,,,,,,
671,internal_eliminated_sequence,Class,internal_eliminated_sequence,,,sequence_rearrangement_feature,,,,,,,,,,,,,,,,
672,macronucleus_destined_segment,Class,macronucleus_destined_segment,,,sequence_rearrangement_feature,,,,,,,,,,,,,,,,
673,transcript,Class,transcript,,,gene_member_region,,,,,,,,,,,,,,,,
676,canonical_three_prime_splice_site,Class,canonical_three_prime_splice_site,,,three_prime_cis_splice_site,,,,,,,,,,,,,,,,
677,canonical_five_prime_splice_site,Class,canonical_five_prime_splice_site,,,five_prime_cis_splice_site,,,,,,,,,,,,,,,,
678,non_canonical_three_prime_splice_site,Class,non_canonical_three_prime_splice_site,,,three_prime_cis_splice_site,,,,,,,,,,,,,,,,
679,non_canonical_five_prime_splice_site,Class,non_canonical_five_prime_splice_site,,,five_prime_cis_splice_site,,,,,,,,,,,,,,,,
680,non_canonical_start_codon,Class,non_canonical_start_codon,,,start_codon,,,,,,,,,,,,,,,,
681,aberrant_processed_transcript,Class,aberrant_processed_transcript,,,transcript,,,,,,,,,,,,,,,,
683,exonic_splice_enhancer,Class,exonic_splice_enhancer,,,splice_enhancer,,,,,,,,,,,,,,,,
684,nuclease_sensitive_site,Class,nuclease_sensitive_site,,,nuclease_binding_site,,,,,,,,,,,,,,,,
685,DNAseI_hypersensitive_site,Class,DNAseI_hypersensitive_site,,,nuclease_hypersensitive_site,,,,,,,,,,,,,,,,
686,translocation_element,Class,translocation_element,,,SO_1000044,,,,,,,,,,,,,,,,
687,deletion_junction,Class,deletion_junction,,,junction,,,,,,,,,,,,,,,,
688,golden_path,Class,golden_path,,,sequence_assembly,,,,,,,,,,,,,,,,
689,cDNA_match,Class,cDNA_match,,,expressed_sequence_match,,,,,,,,,,,,,,,,
690,gene_with_polycistronic_transcript,Class,gene_with_polycistronic_transcript,,,gene,,,,,,,,,,,,,,,,
691,cleaved_initiator_methionine,Class,cleaved_initiator_methionine,BS:00067,,SO_0100011,,,,,,,,,,,,,,,,
692,gene_with_dicistronic_transcript,Class,gene_with_dicistronic_transcript,,,gene_with_polycistronic_transcript,,,,,,,,,,,,,,,,
693,gene_with_recoded_mRNA,Class,gene_with_recoded_mRNA,,,protein_coding_gene,,,,,,,,,,,,,,,,
694,SNP,Class,SNP,,,SO_0001483,,,,,,,,,,,,,,,,
695,reagent,Class,reagent,,,SO_0001409,,,,,,,,,,,,,,,,
696,oligo,Class,oligo,,,reagent,,,,,,,,,,,,,,,,
697,gene_with_stop_codon_read_through,Class,gene_with_stop_codon_read_through,,,gene_with_recoded_mRNA,,,,,,,,,,,,,,,,
698,gene_with_stop_codon_redefined_as_pyrrolysine,Class,gene_with_stop_codon_redefined_as_pyrrolysine,,,gene_with_recoded_mRNA,gene_with_stop_codon_read_through,,,,,,,,,,,,,,,
699,junction,Class,junction,,,sequence_feature,,,,,,,,,,,,,,,,
700,remark,Class,remark,,,SO_0001410,,,,,,,,,,,,,,,,
701,possible_base_call_error,Class,possible_base_call_error,,,sequence_difference,,,,,,,,,,,,,,,,
702,possible_assembly_error,Class,possible_assembly_error,,,sequence_difference,,,,,,,,,,,,,,,,
703,experimental_result_region,Class,experimental_result_region,,,remark,,,,,,,,,,,,,,,,
704,gene,Class,gene,,,SO_0001411,,,,,,,,,,,,SO_0005855,,,,
705,tandem_repeat,Class,tandem_repeat,,,repeat_region,,,,,,,,,,,,,,,,
706,trans_splice_acceptor_site,Class,trans_splice_acceptor_site,,,SO_0001420,,,,,,,,,,,,,,,,
707,trans_splice_donor_site,Class,trans_splice_donor_site,,,SO_0001420,,,,,,,,,,,,,,,,
708,SL1_acceptor_site,Class,SL1_acceptor_site,,,trans_splice_acceptor_site,,,,,,,,,,,,,,,,
709,SL2_acceptor_site,Class,SL2_acceptor_site,,,trans_splice_acceptor_site,,,,,,,,,,,,,,,,
710,gene_with_stop_codon_redefined_as_selenocysteine,Class,gene_with_stop_codon_redefined_as_selenocysteine,,,gene_with_stop_codon_read_through,,,,,,,,,,,,,,,,
711,gene_with_mRNA_recoded_by_translational_bypass,Class,gene_with_mRNA_recoded_by_translational_bypass,,,gene_with_recoded_mRNA,protein_coding_gene,,,,,,,,,,,,,,,
712,gene_with_transcript_with_translational_frameshift,Class,gene_with_transcript_with_translational_frameshift,,,gene_with_recoded_mRNA,,,,,,,,,,,,,,,,
713,DNA_motif,Class,DNA_motif,,,nucleotide_motif,,,,,,,,,,,,,,,,
714,nucleotide_motif,Class,nucleotide_motif,,,SO_0001411,,,,,,,,,,,,,,,,
715,RNA_motif,Class,RNA_motif,,,nucleotide_motif,,,,,,,,,,,,,,,,
716,dicistronic_mRNA,Class,dicistronic_mRNA,,,dicistronic_transcript,mRNA,polycistronic_mRNA,,,,,,,,,,,,,,
717,reading_frame,Class,reading_frame,,,SO_0001410,,,,,,,,,,,,,,,,
718,blocked_reading_frame,Class,blocked_reading_frame,,,reading_frame,,,,,,,,,,,,,,,,
719,ultracontig,Class,ultracontig,,,sequence_assembly,,,,,,,,,,,,,,,,
720,foreign_transposable_element,Class,foreign_transposable_element,,,transposable_element,,,,,,,,,,,,,,,,
721,gene_with_dicistronic_primary_transcript,Class,gene_with_dicistronic_primary_transcript,,,gene_with_dicistronic_transcript,,,,,,,,,,,,,,,,
722,gene_with_dicistronic_mRNA,Class,gene_with_dicistronic_mRNA,,,gene_with_dicistronic_transcript,,,,,,,,,,,,,,,,
723,iDNA,Class,iDNA,,,recombination_feature,,,,,,,,,,,,,,,,
724,oriT,Class,oriT,,,origin_of_replication,,,,,,,,,,,,,,,,
725,transit_peptide,Class,transit_peptide,BS:00055,,SO_0100011,,,,,,,,,,,,,,,,
726,repeat_unit,Class,repeat_unit,,,SO_0001412,,,,,,,,,,,,,,,,
727,CRM,Class,CRM,,,transcriptional_cis_regulatory_region,,,,,,,,,,,,,,,,
728,intein,Class,intein,,,SO_0100011,,,,,,,,,,,,,,,,
729,intein_containing,Class,intein_containing,,,protein_coding,,,,,,,,,,,,,,,,
730,gap,Class,gap,,,assembly_component,,,,,,,,,,,,,,sequence_assembly,,
731,fragmentary,Class,fragmentary,,,status,,,,,,,,,,,,,,,,
732,predicted,Class,predicted,,,status,,,,,,,,,,,,,,,,
733,feature_attribute,Class,feature_attribute,,,sequence_attribute,,,,,,,,,,,,,,,,
734,exemplar_mRNA,Class,exemplar_mRNA,,,mRNA,,,,,,,,,,,,,,,,
735,sequence_location,Class,sequence_location,,,sequence_attribute,,,,,,,,,,,,,,,,
736,organelle_sequence,Class,organelle_sequence,,,sequence_location,,,,,,,,,,,,,,,,
737,mitochondrial_sequence,Class,mitochondrial_sequence,,,organelle_sequence,,,,,,,,,,,,,,,,
738,nuclear_sequence,Class,nuclear_sequence,,,organelle_sequence,,,,,,,,,,,,,,,,
739,nucleomorphic_sequence,Class,nucleomorphic_sequence,,,organelle_sequence,,,,,,,,,,,,,,,,
740,plastid_sequence,Class,plastid_sequence,,,organelle_sequence,,,,,,,,,,,,,,,,
741,kinetoplast,Class,kinetoplast,SO:0000826,,sequence_collection,,,,,,,,,,,,,,,,
742,maxicircle,Class,maxicircle,SO:0000827,,replicon,,,,,,,,,,,,,,kinetoplast,,
743,apicoplast_sequence,Class,apicoplast_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
744,chromoplast_sequence,Class,chromoplast_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
745,chloroplast_sequence,Class,chloroplast_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
746,cyanelle_sequence,Class,cyanelle_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
747,leucoplast_sequence,Class,leucoplast_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
748,proplastid_sequence,Class,proplastid_sequence,,,plastid_sequence,,,,,,,,,,,,,,,,
749,plasmid_location,Class,plasmid_location,,,sequence_location,,,,,,,,,,,,,,,,
750,amplification_origin,Class,amplification_origin,,,origin_of_replication,,,,,,,,,,,,,,,,
751,proviral_location,Class,proviral_location,,,sequence_location,,,,,,,,,,,,,,,,
752,gene_group_regulatory_region,Class,gene_group_regulatory_region,,,SO_0005836,,,,,,,,,,,,SO_0005855,,,,
753,clone_insert,Class,clone_insert,,,reagent,,,,,,,,,,,,,,clone,,
754,lambda_vector,Class,lambda_vector,,,vector_replicon,,,,,,,,,,,,,,,,
755,plasmid_vector,Class,plasmid_vector,,,vector_replicon,replicon,,,,,,,,,,,,,,,
756,cDNA,Class,cDNA,,,DNA,,,,,,,,,,,,,,,,
757,single_stranded_cDNA,Class,single_stranded_cDNA,,,cDNA,,,,,,,,,,,,,,,,
758,double_stranded_cDNA,Class,double_stranded_cDNA,,,cDNA,,,,,,,,,,,,,,,,
766,pyrrolysyl_tRNA,Class,pyrrolysyl_tRNA,,,tRNA,,,,pyrrolysine_tRNA_primary_transcript,,,,,,,,,,,,
768,episome,Class,episome,,,plasmid,,,,,,,,,,,,,,,,
769,tmRNA_coding_piece,Class,tmRNA_coding_piece,,,tmRNA_region,,,,,,,,,,,,,,,,
770,tmRNA_acceptor_piece,Class,tmRNA_acceptor_piece,,,tmRNA_region,,,,,,,,,,,,,,,,
771,QTL,Class,QTL,,,SO_0001410,,,,,,,,,,,,,,,,
772,genomic_island,Class,genomic_island,,,integrated_mobile_genetic_element,,,,,,,,,,,,,,,,
773,pathogenic_island,Class,pathogenic_island,,,genomic_island,,,,,,,,,,,,,,,,
774,metabolic_island,Class,metabolic_island,,,genomic_island,,,,,,,,,,,,,,,,
775,adaptive_island,Class,adaptive_island,,,genomic_island,,,,,,,,,,,,,,,,
776,symbiosis_island,Class,symbiosis_island,,,genomic_island,,,,,,,,,,,,,,,,
777,pseudogenic_rRNA,Class,pseudogenic_rRNA,,,pseudogenic_region,,,,,,,,,,,,,,,,
778,pseudogenic_tRNA,Class,pseudogenic_tRNA,,,pseudogenic_region,,,,,,,,,,,,,,,,
779,engineered_episome,Class,engineered_episome,,,episome,engineered_plasmid,,,,,,,,,,,,,,,
781,transgenic,Class,transgenic,,,feature_attribute,,,,,,,,,,,,,,,,
782,natural,Class,natural,,,feature_attribute,,,,,,,,,,,,,,,,
783,engineered,Class,engineered,,,feature_attribute,,,,,,,,,,,,,,,,
784,foreign,Class,foreign,,,feature_attribute,,,,,,,,,,,,,,,,
785,cloned_region,Class,cloned_region,,,reagent,,,,,,,,,,,,,,clone_insert,,
789,validated,Class,validated,,,status,,,,,,,,,,,,,,,,
790,invalidated,Class,invalidated,,,status,,,,,,,,,,,,,,,,
794,engineered_rescue_region,Class,engineered_rescue_region,,,engineered_region,rescue_region,,,,,,,,,,,,,,,
795,rescue_mini_gene,Class,rescue_mini_gene,,,mini_gene,,,,,,,,,,,,,,,,
796,transgenic_transposable_element,Class,transgenic_transposable_element,,,transposable_element,,,,,,,,,,,,,,,,
797,natural_transposable_element,Class,natural_transposable_element,,,transposable_element,SO_0001476,,,,,,,,,,,,,,,
798,engineered_transposable_element,Class,engineered_transposable_element,,,engineered_region,transposable_element,,,,,,,,,,,,,,,
799,engineered_foreign_transposable_element,Class,engineered_foreign_transposable_element,,,engineered_foreign_region,transposable_element,foreign_transposable_element,,,,,,,,,,,,,,
800,assortment_derived_duplication,Class,assortment_derived_duplication,,,chromosome_variation,,,,,,,,,,,,,,,,
801,assortment_derived_deficiency_plus_duplication,Class,assortment_derived_deficiency_plus_duplication,,,chromosome_variation,,,,,,,,,,,,,,,,
802,assortment_derived_deficiency,Class,assortment_derived_deficiency,,,chromosome_variation,,,,,,,,,,,,,,,,
803,assortment_derived_aneuploid,Class,assortment_derived_aneuploid,,,chromosome_variation,,,,,,,,,,,,,,,,
804,engineered_region,Class,engineered_region,,,SO_0001409,region,,,,,,,,,,,,,,,
805,engineered_foreign_region,Class,engineered_foreign_region,,,engineered_region,region,,,,,,,,,,,,,,,
806,fusion,Class,fusion,,,feature_attribute,,,,,,,,,,,,,,,,
807,engineered_tag,Class,engineered_tag,,,engineered_region,tag,,,,,,,,,,,,,,,
808,validated_cDNA_clone,Class,validated_cDNA_clone,,,cDNA_clone,,,,,,,,,,,,,,,,
809,invalidated_cDNA_clone,Class,invalidated_cDNA_clone,,,cDNA_clone,,,,,,,,,,,,,,,,
810,chimeric_cDNA_clone,Class,chimeric_cDNA_clone,,,invalidated_cDNA_clone,,,,,,,,,,,,,,,,
811,genomically_contaminated_cDNA_clone,Class,genomically_contaminated_cDNA_clone,,,invalidated_cDNA_clone,,,,,,,,,,,,,,,,
812,polyA_primed_cDNA_clone,Class,polyA_primed_cDNA_clone,,,invalidated_cDNA_clone,,,,,,,,,,,,,,,,
813,partially_processed_cDNA_clone,Class,partially_processed_cDNA_clone,,,invalidated_cDNA_clone,,,,,,,,,,,,,,,,
814,rescue,Class,rescue,,,feature_attribute,,,,,,,,,,,,,,,,
815,mini_gene,Class,mini_gene,,,ORF,,,,,,,,,,,,,,,,
816,rescue_gene,Class,rescue_gene,,,gene,,,,,,,,,,,,,,,,
817,wild_type,Class,wild_type,,,feature_attribute,,,,,,,,,,,,,,,,
818,wild_type_rescue_gene,Class,wild_type_rescue_gene,,,gene,rescue_gene,,,,,,,,,,,,,,,
819,mitochondrial_chromosome,Class,mitochondrial_chromosome,,,chromosome,,,,,,,,,,,,,,,,
820,chloroplast_chromosome,Class,chloroplast_chromosome,,,chromosome,,,,,,,,,,,,,,,,
821,chromoplast_chromosome,Class,chromoplast_chromosome,,,chromosome,,,,,,,,,,,,,,,,
822,cyanelle_chromosome,Class,cyanelle_chromosome,,,chromosome,,,,,,,,,,,,,,,,
823,leucoplast_chromosome,Class,leucoplast_chromosome,,,chromosome,,,,,,,,,,,,,,,,
824,macronuclear_chromosome,Class,macronuclear_chromosome,,,chromosome,,,,,,,,,,,,,,,,
825,micronuclear_chromosome,Class,micronuclear_chromosome,,,chromosome,,,,,,,,,,,,,,,,
828,nuclear_chromosome,Class,nuclear_chromosome,,,chromosome,,,,,,,,,,,,,,,,
829,nucleomorphic_chromosome,Class,nucleomorphic_chromosome,,,chromosome,,,,,,,,,,,,,,,,
830,chromosome_part,Class,chromosome_part,,,SO_0001411,,,,,,,,,,,,,,chromosome,,
831,gene_member_region,Class,gene_member_region,,,SO_0001411,,,,,,,,,,,,gene,,,,
833,transcript_region,Class,transcript_region,,,SO_0001411,,,,,,,,,,,,,,transcript,,
834,mature_transcript_region,Class,mature_transcript_region,,,transcript_region,,,,,,,,,,,,,,,,
835,primary_transcript_region,Class,primary_transcript_region,,,transcript_region,,,,,,,,,,,,,,primary_transcript,,
